studyName;Sample Number;Species;Region;Island;Stage;Individual ID;Clutch Completion;Date Egg;Culmen Length (mm);Culmen Depth (mm);Flipper Length (mm);Body Mass (g);Sex;Delta 15 N (o/oo);Delta 13 C (o/oo);Comments
PAL0910;139;Adelie Penguin (Pygoscelis adeliae);Anvers;Dream;Adult, 1 Egg Stage;N79A1;No;11/16/09;37;16.5;185;3400;FEMALE;861.651;-2.607.021;Nest never observed with full clutch.
PAL0910;140;Adelie Penguin (Pygoscelis adeliae);Anvers;Dream;Adult, 1 Egg Stage;N79A2;No;11/16/09;39.7;17.9;193;4250;MALE;925.769;-2.588.798;Nest never observed with full clutch.
PAL0910;141;Adelie Penguin (Pygoscelis adeliae);Anvers;Dream;Adult, 1 Egg Stage;N80A1;Yes;11/14/09;40.2;17.1;193;3400;FEMALE;92.881;-2.554.976;
PAL0910;142;Adelie Penguin (Pygoscelis adeliae);Anvers;Dream;Adult, 1 Egg Stage;N80A2;Yes;11/14/09;40.6;17.2;187;3475;MALE;923.408;-2.601.549;
PAL0910;143;Adelie Penguin (Pygoscelis adeliae);Anvers;Dream;Adult, 1 Egg Stage;N81A1;Yes;11/16/09;32.1;15.5;188;3050;FEMALE;879.787;-2.661.075;
PAL0910;144;Adelie Penguin (Pygoscelis adeliae);Anvers;Dream;Adult, 1 Egg Stage;N81A2;Yes;11/16/09;40.7;17;190;3725;MALE;905.674;-2.579.529;
PAL0910;145;Adelie Penguin (Pygoscelis adeliae);Anvers;Dream;Adult, 1 Egg Stage;N82A1;Yes;11/16/09;37.3;16.8;192;3000;FEMALE;906.829;-2.585.203;
PAL0910;146;Adelie Penguin (Pygoscelis adeliae);Anvers;Dream;Adult, 1 Egg Stage;N82A2;Yes;11/16/09;39;18.7;185;3650;MALE;922.033;-2.603.442;
PAL0910;147;Adelie Penguin (Pygoscelis adeliae);Anvers;Dream;Adult, 1 Egg Stage;N83A1;Yes;11/13/09;39.2;18.6;190;4250;MALE;911.006;-2.579.549;
PAL0910;148;Adelie Penguin (Pygoscelis adeliae);Anvers;Dream;Adult, 1 Egg Stage;N83A2;Yes;11/13/09;36.6;18.4;184;3475;FEMALE;868.744;-258.306;
PAL0910;149;Adelie Penguin (Pygoscelis adeliae);Anvers;Dream;Adult, 1 Egg Stage;N84A1;Yes;11/17/09;36;17.8;195;3450;FEMALE;894.332;-2.579.189;
PAL0910;150;Adelie Penguin (Pygoscelis adeliae);Anvers;Dream;Adult, 1 Egg Stage;N84A2;Yes;11/17/09;37.8;18.1;193;3750;MALE;897.533;-2.603.495;
PAL0910;151;Adelie Penguin (Pygoscelis adeliae);Anvers;Dream;Adult, 1 Egg Stage;N85A1;Yes;11/17/09;36;17.1;187;3700;FEMALE;893.465;-2.607.081;
PAL0910;152;Adelie Penguin (Pygoscelis adeliae);Anvers;Dream;Adult, 1 Egg Stage;N85A2;Yes;11/17/09;41.5;18.5;201;4000;MALE;88.964;-2.606.967;
PAL0708;1;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N61A1;No;11/19/07;46.5;17.9;192;3500;FEMALE;903.935;-2.430.229;
PAL0708;2;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N61A2;No;11/19/07;50;19.5;196;3900;MALE;892.069;-2.423.592;
PAL0708;3;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N62A1;Yes;11/26/07;51.3;19.2;193;3650;MALE;929.078;-247.557;
PAL0708;4;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N62A2;Yes;11/26/07;45.4;18.7;188;3525;FEMALE;864.701;-2.462.717;
PAL0708;5;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N64A1;Yes;11/21/07;52.7;19.8;197;3725;MALE;900.642;-2.461.867;
PAL0708;6;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N64A2;Yes;11/21/07;45.2;17.8;198;3950;FEMALE;888.942;-2.449.433;
PAL0708;7;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N66A1;Yes;11/28/07;46.1;18.2;178;3250;FEMALE;885.664;-2.455.644;
PAL0708;8;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N66A2;Yes;11/28/07;51.3;18.2;197;3750;MALE;863.701;-2.484.059;
PAL0708;9;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N67A1;Yes;11/21/07;46;18.9;195;4150;FEMALE;847.173;-2.429.229;
PAL0708;10;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N67A2;Yes;11/21/07;51.3;19.9;198;3700;MALE;879.581;-2.436.088;
PAL0708;11;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N68A1;Yes;11/28/07;46.6;17.8;193;3800;FEMALE;895.063;-2.459.897;
PAL0708;12;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N68A2;Yes;11/28/07;51.7;20.3;194;3775;MALE;868.747;-2.438.751;
PAL0708;13;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N69A1;Yes;11/26/07;47;17.3;185;3700;FEMALE;872.037;-2.480.526;
PAL0708;14;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N69A2;Yes;11/26/07;52;18.1;201;4050;MALE;90.233;-2.438.933;
PAL0708;15;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N70A1;Yes;11/22/07;45.9;17.1;190;3575;FEMALE;912.277;-2.490.024;
PAL0708;16;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N70A2;Yes;11/22/07;50.5;19.6;201;4050;MALE;98.059;-247.294;
PAL0708;17;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N71A1;No;11/30/07;50.3;20;197;3300;MALE;1.002.019;-2.454.704;
PAL0708;18;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N71A2;No;11/30/07;58;17.8;181;3700;FEMALE;914.382;-2.457.994;
PAL0708;19;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N72A1;Yes;11/30/07;46.4;18.6;190;3450;FEMALE;932.105;-2.464.162;
PAL0708;20;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N72A2;Yes;11/30/07;49.2;18.2;195;4400;MALE;927.158;-2.464.335;
PAL0708;21;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N73A1;Yes;12/03/2007;42.4;17.3;181;3600;FEMALE;935.138;-246.879;
PAL0708;22;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N73A2;Yes;12/03/2007;48.5;17.5;191;3400;MALE;942.666;-2.426.375;
PAL0708;23;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N85A1;No;11/28/07;43.2;16.6;187;2900;FEMALE;935.416;-2.501.185;
PAL0708;24;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N85A2;No;11/28/07;50.6;19.4;193;3800;MALE;928.153;-2.497.134;
PAL0708;25;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N89A1;No;11/28/07;46.7;17.9;195;3300;FEMALE;974.144;-2.459.467;
PAL0708;26;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N89A2;No;11/28/07;52;19;197;4150;MALE;936.799;-2.447.142;
PAL0809;27;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N61A1;No;11/25/08;50.5;18.4;200;3400;FEMALE;89.399;-2.389.017;
PAL0809;28;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N61A2;No;11/25/08;49.5;19;200;3800;MALE;963.074;-2.434.684;
PAL0809;29;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N62A1;Yes;11/14/08;46.4;17.8;191;3700;FEMALE;937.369;-2.452.896;
PAL0809;30;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N62A2;Yes;11/14/08;52.8;20;205;4550;MALE;925.177;-2.469.638;
PAL0809;31;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N63A1;Yes;11/24/08;40.9;16.6;187;3200;FEMALE;908.458;-2.454.903;
PAL0809;32;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N63A2;Yes;11/24/08;54.2;20.8;201;4300;MALE;949.283;-2.459.996;
PAL0809;33;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N65A1;Yes;11/24/08;42.5;16.7;187;3350;FEMALE;936.668;-2.445.195;
PAL0809;34;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N65A2;Yes;11/24/08;51;18.8;203;4100;MALE;923.196;-2.417.282;
PAL0809;35;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N67A1;Yes;11/25/08;49.7;18.6;195;3600;MALE;975.486;-2.431.198;
PAL0809;36;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N67A2;Yes;11/25/08;47.5;16.8;199;3900;FEMALE;907.825;-251.455;
PAL0809;37;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N69A1;Yes;11/14/08;47.6;18.3;195;3850;FEMALE;883.502;-2.465.859;
PAL0809;38;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N69A2;Yes;11/14/08;52;20.7;210;4800;MALE;943.146;-246.844;
PAL0809;39;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N72A1;No;11/24/08;46.9;16.6;192;2700;FEMALE;980.589;-2.473.735;
PAL0809;40;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N72A2;No;11/24/08;53.5;19.9;205;4500;MALE;1.002.544;-2.490.816;
PAL0809;41;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N74A1;Yes;11/24/08;49;19.5;210;3950;MALE;953.262;-2.466.867;
PAL0809;42;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N74A2;Yes;11/24/08;46.2;17.5;187;3650;FEMALE;961.734;-2.466.188;
PAL0809;43;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N75A1;Yes;11/14/08;50.9;19.1;196;3550;MALE;1.002.372;-2.486.594;
PAL0809;44;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N75A2;Yes;11/14/08;45.5;17;196;3500;FEMALE;936.493;-2.466.259;
PAL0910;45;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N86A1;Yes;11/17/09;50.9;17.9;196;3675;FEMALE;943.684;-2.416.566;
PAL0910;46;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N86A2;Yes;11/17/09;50.8;18.5;201;4450;MALE;945.827;-2.435.575;
PAL0910;47;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N87A1;Yes;11/27/09;50.1;17.9;190;3400;FEMALE;946.819;-2.445.721;
PAL0910;48;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N87A2;Yes;11/27/09;49;19.6;212;4300;MALE;934.089;-2.445.189;
PAL0910;49;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N88A1;Yes;11/23/09;51.5;18.7;187;3250;MALE;96.895;-2.443.062;
PAL0910;50;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N88A2;Yes;11/23/09;49.8;17.3;198;3675;FEMALE;932.169;-2.441.562;
PAL0910;51;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N90A1;Yes;11/21/09;48.1;16.4;199;3325;FEMALE;946.929;-2.448.403;
PAL0910;52;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N90A2;Yes;11/21/09;51.4;19;201;3950;MALE;943.782;-2.436.202;
PAL0910;53;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N92A1;Yes;11/23/09;45.7;17.3;193;3600;FEMALE;9.415;-24.805;
PAL0910;54;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N92A2;Yes;11/23/09;50.7;19.7;203;4050;MALE;993.727;-2.459.066;
PAL0910;55;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N93A1;Yes;11/27/09;42.5;17.3;187;3350;FEMALE;956.534;-2.460.882;
PAL0910;56;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N93A2;Yes;11/27/09;52.2;18.8;197;3450;MALE;977.528;-2.456.481;
PAL0910;57;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N94A1;Yes;11/21/09;45.2;16.6;191;3250;FEMALE;962.357;-2.478.984;
PAL0910;58;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N94A2;Yes;11/21/09;49.3;19.9;203;4050;MALE;988.809;-2.459.513;
PAL0910;59;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N95A1;Yes;11/21/09;50.2;18.8;202;3800;MALE;974.492;-24.404;
PAL0910;60;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N95A2;Yes;11/21/09;45.6;19.4;194;3525;FEMALE;946.985;-2.465.786;
PAL0910;61;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N96A1;Yes;11/27/09;51.9;19.5;206;3950;MALE;;-2.378.767;
PAL0910;62;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N96A2;Yes;11/27/09;46.8;16.5;189;3650;FEMALE;965.061;-2.448.153;
PAL0910;63;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N98A1;Yes;11/19/09;45.7;17;195;3650;FEMALE;926.715;-2.431.912;
PAL0910;64;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N98A2;Yes;11/19/09;55.8;19.8;207;4000;MALE;970.465;-2.453.494;
PAL0910;65;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N99A1;No;11/21/09;43.5;18.1;202;3400;FEMALE;937.608;-2.440.753;
PAL0910;66;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N99A2;No;11/21/09;49.6;18.2;193;3775;MALE;94.618;-2.470.615;
PAL0910;67;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N100A1;Yes;11/21/09;50.8;19;210;4100;MALE;998.044;-2.468.741;
PAL0910;68;Chinstrap penguin (Pygoscelis antarctica);Anvers;Dream;Adult, 1 Egg Stage;N100A2;Yes;11/21/09;50.2;18.7;198;3775;FEMALE;939.305;-2.425.255;
PAL0708;1;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N31A1;Yes;11/27/07;46.1;13.2;211;4500;FEMALE;7.993;-255.139;
PAL0708;2;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N31A2;Yes;11/27/07;50;16.3;230;5700;MALE;814.756;-2.539.369;
PAL0708;3;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N32A1;Yes;11/27/07;48.7;14.1;210;4450;FEMALE;814.705;-2.546.172;
PAL0708;4;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N32A2;Yes;11/27/07;50;15.2;218;5700;MALE;82.554;-2.540.075;
PAL0708;5;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N33A1;Yes;11/18/07;47.6;14.5;215;5400;MALE;82.345;-2.554.456;
PAL0708;6;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N33A2;Yes;11/18/07;46.5;13.5;210;4550;FEMALE;79.953;-2.532.829;
PAL0708;7;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N34A1;Yes;11/27/07;45.4;14.6;211;4800;FEMALE;824.515;-2.546.782;
PAL0708;8;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N34A2;Yes;11/27/07;46.7;15.3;219;5200;MALE;822.673;-254.276;
PAL0708;9;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N35A1;Yes;11/27/07;43.3;13.4;209;4400;FEMALE;813.643;-2.532.176;
PAL0708;10;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N35A2;Yes;11/27/07;46.8;15.4;215;5150;MALE;81.631;-2.538.017;
PAL0708;11;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N36A1;No;11/27/07;40.9;13.7;214;4650;FEMALE;819.579;-253.933;
PAL0708;12;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N36A2;No;11/27/07;49;16.1;216;5550;MALE;810.417;-2.550.562;
PAL0708;13;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N37A1;Yes;11/29/07;45.5;13.7;214;4650;FEMALE;777.672;-254.168;
PAL0708;14;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N37A2;Yes;11/29/07;48.4;14.6;213;5850;MALE;78.208;-2.548.025;
PAL0708;15;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N38A1;Yes;12/03/2007;45.8;14.6;210;4200;FEMALE;779.958;-2.562.618;
PAL0708;16;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N38A2;Yes;12/03/2007;49.3;15.7;217;5850;MALE;807.137;-2.552.473;
PAL0708;17;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N39A1;Yes;11/27/07;42;13.5;210;4150;FEMALE;763.884;-2.552.627;
PAL0708;18;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N39A2;Yes;11/27/07;49.2;15.2;221;6300;MALE;827.376;-2.500.169;
PAL0708;19;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N40A1;Yes;11/27/07;46.2;14.5;209;4800;FEMALE;784.057;-2.537.899;
PAL0708;20;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N40A2;Yes;11/27/07;48.7;15.1;222;5350;MALE;796.491;-2.539.587;
PAL0708;21;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N41A1;Yes;11/27/07;50.2;14.3;218;5700;MALE;78.962;-2.537.746;
PAL0708;22;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N41A2;Yes;11/27/07;45.1;14.5;215;5000;FEMALE;76.322;-2.546.569;
PAL0708;23;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N42A1;Yes;11/27/07;46.5;14.5;213;4400;FEMALE;790.436;-253.947;
PAL0708;24;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N42A2;Yes;11/27/07;46.3;15.8;215;5050;MALE;790.971;-2.538.157;
PAL0708;25;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N44A1;Yes;11/29/07;42.9;13.1;215;5000;FEMALE;768.528;-2.539.181;
PAL0708;26;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N44A2;Yes;11/29/07;46.1;15.1;215;5100;MALE;783.733;-2.542.826;
PAL0708;27;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N46A1;Yes;11/29/07;44.5;14.3;216;4100;;796.621;-2.569.327;
PAL0708;28;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N46A2;Yes;11/29/07;47.8;15;215;5650;MALE;792.358;-2.548.383;
PAL0708;29;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N47A1;Yes;11/29/07;48.2;14.3;210;4600;FEMALE;76.887;-2.550.811;
PAL0708;30;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N47A2;Yes;11/29/07;50;15.3;220;5550;MALE;830.515;-2.519.017;
PAL0708;31;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N50A1;Yes;11/29/07;47.3;15.3;222;5250;MALE;;;
PAL0708;32;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N50A2;Yes;11/29/07;42.8;14.2;209;4700;FEMALE;763.452;-2.546.327;
PAL0708;33;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N56A1;Yes;12/03/2007;45.1;14.5;207;5050;FEMALE;797.408;-2.553.768;
PAL0708;34;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N56A2;Yes;12/03/2007;59.6;17;230;6050;MALE;776.843;-256.821;
PAL0809;35;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N2A1;Yes;11/13/08;49.1;14.8;220;5150;FEMALE;789.744;-2.663.405;
PAL0809;36;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N2A2;Yes;11/13/08;48.4;16.3;220;5400;MALE;803.659;-2.686.127;
PAL0809;37;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N4A1;Yes;11/02/2008;42.6;13.7;213;4950;FEMALE;796.935;-2.670.968;
PAL0809;38;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N4A2;Yes;11/02/2008;44.4;17.3;219;5250;MALE;813.746;-2.679.093;
PAL0809;39;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N5A1;Yes;11/09/2008;44;13.6;208;4350;FEMALE;801.979;-2.668.311;
PAL0809;40;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N5A2;Yes;11/09/2008;48.7;15.7;208;5350;MALE;814.776;-2.684.506;
PAL0809;41;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N6A1;No;11/04/2008;42.7;13.7;208;3950;FEMALE;814.567;-2.659.467;
PAL0809;42;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N6A2;No;11/04/2008;49.6;16;225;5700;MALE;838.324;-2.684.272;
PAL0809;43;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N7A1;Yes;11/04/2008;45.3;13.7;210;4300;FEMALE;837.615;-2.672.791;
PAL0809;44;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N7A2;Yes;11/04/2008;49.6;15;216;4750;MALE;826.548;-267.699;
PAL0809;45;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N8A1;Yes;11/03/2008;50.5;15.9;222;5550;MALE;846.894;-2.660.436;
PAL0809;46;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N8A2;Yes;11/03/2008;43.6;13.9;217;4900;FEMALE;827.141;-267.765;
PAL0809;47;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N11A1;No;11/09/2008;45.5;13.9;210;4200;FEMALE;847.829;-2.661.788;
PAL0809;48;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N11A2;No;11/09/2008;50.5;15.9;225;5400;MALE;865.803;-2.657.585;
PAL0809;49;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N12A1;Yes;11/02/2008;44.9;13.3;213;5100;FEMALE;845.167;-2.689.644;
PAL0809;50;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N12A2;Yes;11/02/2008;45.2;15.8;215;5300;MALE;855.868;-2.667.799;
PAL0809;51;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N13A1;Yes;11/04/2008;46.6;14.2;210;4850;FEMALE;838.289;-2.686.352;
PAL0809;52;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N13A2;Yes;11/04/2008;48.5;14.1;220;5300;MALE;839.867;-2.679.358;
PAL0809;53;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N14A1;Yes;11/04/2008;45.1;14.4;210;4400;FEMALE;851.951;-2.701.854;
PAL0809;54;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N14A2;Yes;11/04/2008;50.1;15;225;5000;MALE;850.153;-2.661.414;
PAL0809;55;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N15A1;Yes;11/04/2008;46.5;14.4;217;4900;FEMALE;848.789;-2.683.006;
PAL0809;56;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N15A2;Yes;11/04/2008;45;15.4;220;5050;MALE;863.488;-2.675.621;
PAL0809;57;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N16A1;Yes;11/03/2008;43.8;13.9;208;4300;FEMALE;858.319;-2.684.415;
PAL0809;58;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N16A2;Yes;11/03/2008;45.5;15;220;5000;MALE;863.604;-267.489;
PAL0809;59;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N17A1;Yes;11/06/2008;43.2;14.5;208;4450;FEMALE;848.367;-2.686.485;
PAL0809;60;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N17A2;Yes;11/06/2008;50.4;15.3;224;5550;MALE;874.647;-2.679.846;
PAL0809;61;Gentoo penguin (Pygoscelis papua);Anvers;Biscoe;Adult, 1 Egg Stage;N18A1;Yes;11/03/2008;45.3;13.8;208;4200;FEMALE;865.015;-2.679.053;
